author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/304032557/1716732715,Mon May 23 20:29:34 +0000 2011,Periodista haciendo tele. Feminista transincluyente. Socialdemócrata. Maricón.,instagram.com/dravensito,https://t.co/u5IMvzfBKr,73714,38252,1215,VERDADERO,FALSO,Madrid,2221,@dravensito ????????????,"1,59498E+34",https://pbs.twimg.com/profile_images/1809497029241909248/GQFdchlg_normal.jpg,20524,https://twitter.com/hportales,https://x.com/hportales,hportales,,1,,"1,85344E+18",Mon Nov 04 14:05:25 +0000 2024,,,,"A veces pienso q debería dejar de hablar de política, de compartir aquello en lo q creo o sobre lo q creo q debemos reflexionar. Pero ME NIEGO a q se apropien del discurso, a q siembren el odio y la desinformación. Aunque a veces sea desolador, me van a tener SIEMPRE enfrente.","1,85344E+18",,,FALSO,FALSO,FALSO,es,179,,,,,,,,,,,,,,,,,,,,,2,,20,16,Twitter Web App,"A veces pienso q debería dejar de hablar de política, de compartir aquello en lo q creo o sobre lo q creo q debemos reflexionar. Pero ME NIEGO a q se apropien del discurso, a q siembren el odio y la desinformación. Aunque a veces sea desolador, me van a tener SIEMPRE enfrente.",https://twitter.com/hportales/status/1853438402512765148,49190.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/36996615/1718219397,Fri May 01 17:41:58 +0000 2009,"Veracruzano, jarocho de corazón y padre de familia. Diputado Federal por el estado de Veracruz. #VeracruzParaLosVeracruzanos",chat.whatsapp.com/Dc3YEAnpziTFk3,https://t.co/7bkW3Xtcxm,3284,98891,11975,VERDADERO,VERDADERO,"Veracruz, México",4523,Julen Rementeria,,https://pbs.twimg.com/profile_images/1800956382167928833/unh6ozb1_normal.jpg,12014,https://twitter.com/julenrementeria,https://x.com/julenrementeria,julenrementeria,,4,,"1,73536E+18",Thu Dec 14 17:44:35 +0000 2023,400.0,470.0,Morena,"No quieren admitir que van cayendo!!!  
#Morena dice que son víctimas de ""fake news"". 

Preguntas serias: 
Que se les cayera la línea 12 del metro, ¿Es una noticia falsa?

Que el número de desaparecidos va en aumento, ¿Es una noticia falsa?

Que la inseguridad está por los","1,73536E+18",,,FALSO,FALSO,FALSO,es,603,,,,,,,,,,,,,,,,,,,,,5,,55,312,Twitter for iPhone,"No quieren admitir que van cayendo!!!  
#Morena dice que son víctimas de ""fake news"". 

Preguntas serias: 
Que se les cayera la línea 12 del metro, ¿Es una noticia falsa?

Que el número de desaparecidos va en aumento, ¿Es una noticia falsa?

Que la inseguridad está por los cielos, ¿Es una noticia falsa?

Que son corruptos y se sienten impunes, ¿Es una noticia falsa?

Que no les gusta la transparencia, ¿Es una noticia falsa?

Que hoy los pobres son más pobres, ¿Es una noticia falsa?

Los entiendo, están estancados en sus mentiras y saben que @XochitlGalvez va levantando. Por supuesto que tienen que victimizarse. Es parte del manual que les dan en Palacio Nacional.",https://twitter.com/julenrementeria/status/1735355115987403195,99610.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/116502194/1680624337,Mon Feb 22 17:53:25 +0000 2010,Breaking Canadian news with a fresh perspective on local & international headlines ??YT: https://t.co/ZNfHkcI2Pk ?? TikTok: https://t.co/accIYMdCHe,globalnews.ca,https://t.co/IOxhjqjzuw,12101,957361,285,VERDADERO,FALSO,,44643,Globalnews.ca,"1,86656E+34",https://pbs.twimg.com/profile_images/1580227290952335360/Ew3OQkOi_normal.jpg,303545,https://twitter.com/globalnews,https://x.com/globalnews,globalnews,Business,3,globalnews,"1,85779E+18",Sat Nov 16 13:59:51 +0000 2024,,,,"Canadas elections chief wants a ban on the misrepresentation of candidates and other key players in the electoral process through manipulation of their voice or image without consent.

READ MORE: https://t.co/yPvJYeYnYC

https://t.co/yPvJYeYnYC","1,85779E+18",,,FALSO,FALSO,FALSO,en,45,FALSO,,,,,,,,,,,,,,,,,,,,9,,62,19,SocialFlow,"Canadas elections chief wants a ban on the misrepresentation of candidates and other key players in the electoral process through manipulation of their voice or image without consent.

READ MORE: https://t.co/yPvJYeYnYC

https://t.co/yPvJYeYnYC",https://twitter.com/globalnews/status/1857785656535134467,173080.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/974435384271630336/1542574471,Fri Mar 16 00:01:14 +0000 2018,"#Truth Warrior #Crypto Analyst, ??Blogger, Entrepreneur, Predictive Linguistics Data, Investor, Media Anon, Prognosticator, Patriot.",,,554631,68958,3040,FALSO,VERDADERO,Somewhere In The Future,14915,?itecoin Bull | The News Before The News!,"1,7471E+34",https://pbs.twimg.com/profile_images/974450232166514688/P2KlXduF_normal.jpg,179765,https://twitter.com/litecoin_bull,https://x.com/litecoin_bull,litecoin_bull,,8,,"1,87169E+18",Tue Dec 24 23:09:22 +0000 2024,,,,"Anyone find it funny we talk about fake Satoshi nakamoto the fake ""Bitcoin creator"" and now this is the headline this week. Haha ?? real funny !..","1,87169E+18",,,FALSO,FALSO,FALSO,en,204,,,,,,,,,,,,,,,,,,,,,1,,13,39,Twitter Web App,"Anyone find it funny we talk about fake Satoshi nakamoto the fake ""Bitcoin creator"" and now this is the headline this week. Haha ?? real funny !..",https://twitter.com/litecoin_bull/status/1871694687234593012,67050.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/492077692/1702778029,Tue Feb 14 10:00:44 +0000 2012,Ingeniero Electrónico ??????| Ex-Presidente de @diputadospy en cinco períodos | Senador en dos períodos legislativos ?? | Hincha del @clubguarani,,,2041,23764,1558,VERDADERO,FALSO,"Asuncion, Paraguay",1752,Víctor Bogado,,https://pbs.twimg.com/profile_images/1709224109542973440/qESNt9Y1_normal.jpg,8672,https://twitter.com/victorbogadopy,https://x.com/victorbogadopy,victorbogadopy,,2,,"1,85453E+18",Thu Nov 07 14:26:11 +0000 2024,,,,"Muy feliz de anunciar el lanzamiento de mi libro, *Mis pecados no perdonados*! En él, desmiento la desinformación que sufrí por parte de @ABCDigital y analizo la relación entre el poder político y los medios en cuanto a la responsabilidad del periodismo. https://t.co/TURaDnVLt5","1,85453E+18",,,FALSO,FALSO,FALSO,es,94,FALSO,,,,,,,,,,,,,,,,,,,,13,,92,24,Twitter for iPhone,"Muy feliz de anunciar el lanzamiento de mi libro, *Mis pecados no perdonados*! En él, desmiento la desinformación que sufrí por parte de @ABCDigital y analizo la relación entre el poder político y los medios en cuanto a la responsabilidad del periodismo. https://t.co/TURaDnVLt5",https://twitter.com/victorbogadopy/status/1854530796201054450,160400.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/50547284/1716464421,Thu Jun 25 04:15:38 +0000 2009,"???? Clinical Psychologist. Adjunct Assistant Professor @UCalgary. Movement: @ScienceUpFirst. Bylines: @Sciam, @CBCNews, @Slate, @Globalnews, @PsychToday et al",JonathanStea.com,https://t.co/ULNHKdxDKH,463035,46088,156,VERDADERO,VERDADERO,"Calgary, Alberta",6999,Dr. Jonathan N. Stea,"1,79361E+33",https://pbs.twimg.com/profile_images/1723003216789667840/VO9xKFbD_normal.jpg,196251,https://twitter.com/jonathanstea,https://x.com/jonathanstea,jonathanstea,,35,,"1,87479E+18",Thu Jan 02 12:20:12 +0000 2025,,,,"We are at a point in human history where we have access to the best available information at our fingertips, and yet it doesnt lead to better-informed health decisions because that information is drowned out by a rival proliferation of emotionally charged fake science news,","1,87479E+18",,,FALSO,FALSO,FALSO,en,1034,,,,,,,,,,,,,,,,,,,,,11,,71,242,Twitter for iPhone,"We are at a point in human history where we have access to the best available information at our fingertips, and yet it doesnt lead to better-informed health decisions because that information is drowned out by a rival proliferation of emotionally charged fake science news, conspiracies, alternative facts, and social media echo chambers.",https://twitter.com/jonathanstea/status/1874792808382661058,345980.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/47122253/1722441521,Sun Jun 14 16:33:39 +0000 2009,"In Design We Trust.

@eoracle_network",,,8359,288,787,FALSO,VERDADERO,,29,0xNimrod.eth,"1,87914E+34",https://pbs.twimg.com/profile_images/1818594180932718592/WzNOGpeZ_normal.jpg,242,https://twitter.com/cohenimrod,https://x.com/cohenimrod,cohenimrod,,149,,"1,86878E+18",Mon Dec 16 21:52:52 +0000 2024,,,,"I need to tell you about some next-level manipulation happening on Polymarket via UMA right now

And you're not going to like it... Let me explain ?? https://t.co/kq6OyYIPSK","1,86878E+18",,,FALSO,FALSO,FALSO,en,301,FALSO,,,,,,,,,,,,,,,,,,,,27,,39,35,Twitter Web App,"I need to tell you about some next-level manipulation happening on Polymarket via UMA right now

And you're not going to like it... Let me explain ?? https://t.co/kq6OyYIPSK",https://twitter.com/cohenimrod/status/1868776333691789802,868170.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/1560155798046511105/1721953372,Thu Aug 18 06:45:17 +0000 2022,"Excess Deaths are Soaring Worldwide ???.. Yet Experts are Baffled - ?? We Share via News Sites and Social Media, Snippets of the Carnage Caused #diedsuddenly",buymeacoffee.com/toobaffled,https://t.co/MGMNASPHu1,214539,287942,207,VERDADERO,VERDADERO,,22396,Sudden And Unexpected,"1,87434E+33",https://pbs.twimg.com/profile_images/1816629573125308417/t8tKcLZg_normal.jpg,39942,https://twitter.com/toobaffled,https://x.com/toobaffled,toobaffled,,16,,"1,88259E+18",Fri Jan 24 01:00:55 +0000 2025,,,,"?????? President Trump: No longer will our government label the speech of our own citizens as 'misinformation' or 'disinformation' Which are the favorite words of censors and those who wish to stop the free exchange of ideas and, frankly, progress. We have saved free speech in https://t.co/yfh7PBw6Qm","1,88259E+18",,,FALSO,FALSO,FALSO,en,226,FALSO,,,,,,,,,,,,,,,,,,,,2,,8,51,Twitter for iPhone,"?????? President Trump: No longer will our government label the speech of our own citizens as 'misinformation' or 'disinformation' Which are the favorite words of censors and those who wish to stop the free exchange of ideas and, frankly, progress. We have saved free speech in America!",https://twitter.com/toobaffled/status/1882594394806894596,56780.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/4122758778/1700338026,Wed Nov 04 10:14:39 +0000 2015,Nehruvian | Gandhian | Congress | Rahul Gandhi |,,,243845,44489,1202,VERDADERO,VERDADERO,"New Delhi, India",14327,Shantanu,"1,79797E+34",https://pbs.twimg.com/profile_images/1846633816649281536/K7OU-ZAz_normal.jpg,75588,https://twitter.com/shaandelhite,https://x.com/shaandelhite,shaandelhite,,43,,"1,86833E+18",Sun Dec 15 16:31:34 +0000 2024,,,,"Will Rahul Kanwal show guts to ask questions about JashodaBen to Modi or Amit Shah? 

Here, he can be seen amplifying the fake news about the personal life of LoP Rahul Gandhi Ji. https://t.co/MEQF099FzI","1,86833E+18",,,FALSO,VERDADERO,FALSO,en,1034,FALSO,VERDADERO,VERDADERO,Mon Sep 21 20:34:12 +0000 2009,7289140.0,22170.0,761349640,VERDADERO,FALSO,,Pawan Khera ????,FALSO,en,110040.0,,2280.0,12550.0,28700.0,"What was more shameless? The Home Minister of the country indulging in cheap, gutter level gossip about LOP, Mr @RahulGandhi or @rahulkanwal deriving cheap thrills egging Amit Shah and audience? 
??Would @rahulkanwal have the guts to ask Shah about the abandoned wife of Modi? 
??Would Kanwal have the guts to ask Shah about snoop gate? 
??Is this what @IndiaToday conclaves have been reduced to @aroonpurie?",9134920.0,24,"1,86833E+34",36,269,Twitter for iPad,"Will Rahul Kanwal show guts to ask questions about JashodaBen to Modi or Amit Shah? 

Here, he can be seen amplifying the fake news about the personal life of LoP Rahul Gandhi Ji. https://t.co/MEQF099FzI",https://twitter.com/shaandelhite/status/1868333087123497323,672620.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1596940751342116865/1719087949,Sun Nov 27 18:55:52 +0000 2022,"Malo con los malos, bueno con los buenos...",,,1007,6764,2565,FALSO,FALSO,Buenos Aires,991,El Prensero,,https://pbs.twimg.com/profile_images/1819435529508675584/HRR_bGpv_normal.jpg,2640,https://twitter.com/El_Prensero,https://x.com/El_Prensero,El_Prensero,,7,,"1,85997E+18",Fri Nov 22 14:41:31 +0000 2024,,,,"Alguien se lo tenía que decir: ""Sos el rey de las fake news"".

Tenembaum cruzó en vivo a Fernando Cerimedo, quien lo amenazó al decirle ""después no te quejes Ernesto"".
Cerimedo está acusado por la justicia brasilera como participe de un intento de Golpe de Estado a Lula. https://t.co/8h4mO5Ielm","1,85997E+18",,,FALSO,FALSO,FALSO,es,511,FALSO,,,,,,,,,,,,,,,,,,,,3,,65,206,Twitter for Android,"Alguien se lo tenía que decir: ""Sos el rey de las fake news"".

Tenembaum cruzó en vivo a Fernando Cerimedo, quien lo amenazó al decirle ""después no te quejes Ernesto"".
Cerimedo está acusado por la justicia brasilera como participe de un intento de Golpe de Estado a Lula. https://t.co/8h4mO5Ielm",https://twitter.com/El_Prensero/status/1859970469543436549,164050.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1811413506748555265/1734885692,Thu Jul 11 14:53:39 +0000 2024,OPOSICIÓN SIEMPRE,,,14512,6274,261,FALSO,FALSO,,2920,Mati ??,,https://pbs.twimg.com/profile_images/1881743341236240385/49umQLzJ_normal.jpg,11052,https://twitter.com/canaldemati_,https://x.com/canaldemati_,canaldemati_,,4,,"1,85745E+18",Fri Nov 15 15:38:46 +0000 2024,,,,"Con uds, Camila Vallejo, la impulsora de la agenda anti fake news.

La oposición la invita a que sume sus casos de fake news.

Como olvidar el centro de torturas en el metro baquedano. https://t.co/oUjHtDwbPF","1,85745E+18",,,FALSO,FALSO,FALSO,es,215,FALSO,,,,,,,,,,,,,,,,,,,,1,,19,134,Twitter for iPhone,"Con uds, Camila Vallejo, la impulsora de la agenda anti fake news.

La oposición la invita a que sume sus casos de fake news.

Como olvidar el centro de torturas en el metro baquedano. https://t.co/oUjHtDwbPF",https://twitter.com/canaldemati_/status/1857448163877040562,70550.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/345110600/1736106704,Sat Jul 30 02:32:40 +0000 2011,"MD Resident | Born & Raised in Brooklyn | ????????| Threads, TikTok, IG: candidly_tiff | Bluesky: tify330 | 2024 DNC Delegate",tiktok.com/@candidly_tiff,https://t.co/pb9k7jc5Ka,843324,48575,6008,VERDADERO,VERDADERO,Maryland,26546,Candidly Tiff,"1,85434E+34",https://pbs.twimg.com/profile_images/1881810789364822016/CLXTKgT3_normal.jpg,268427,https://twitter.com/tify330,https://x.com/tify330,tify330,,2,,"1,87483E+18",Thu Jan 02 15:06:27 +0000 2025,,,,Trump doesnt care about spreading lies or misinformation. Who is gonna hold him accountable NO ONE! cable news gave up that ability years ago by kissing his ass. This is why people have turned CNN and MSNBC off.,"1,87483E+18",,,FALSO,VERDADERO,FALSO,en,219,,VERDADERO,VERDADERO,Thu Apr 24 18:41:42 +0000 2008,7497820.0,78210.0,145157990,VERDADERO,FALSO,,Brian Stelter,FALSO,en,9160.0,FALSO,240.0,560.0,2010.0,"@ReliableSources Trump ironically used the New Orleans attack to say that he was right and the ""Fake News Media"" was wrong about the threat posed by illegal immigration. If he had waited a couple hours to react, he would have learned that the suspect was a U.S. citizen and Army veteran... https://t.co/hSpSHCmsmF",816300.0,6,"1,87482E+34",9,62,Twitter for iPhone,Trump doesnt care about spreading lies or misinformation. Who is gonna hold him accountable NO ONE! cable news gave up that ability years ago by kissing his ass. This is why people have turned CNN and MSNBC off.,https://twitter.com/tify330/status/1874834648427286661,52320.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/256669567/1644785674,Wed Feb 23 20:49:11 +0000 2011,Chess Grandmaster Dutch #1 World Top,youtube.com/AnishGiriOffic,https://t.co/PC8BXwAmdP,5,340766,233,VERDADERO,VERDADERO,The Netherlands,2038,Anish Giri,,https://pbs.twimg.com/profile_images/1621162596152872961/aq23Sune_normal.jpg,12791,https://twitter.com/anishgiri,https://x.com/anishgiri,anishgiri,,32,,"1,87424E+18",Wed Jan 01 00:00:57 +0000 2025,,,,"Tarjei is known for fake news, but this better be true.??","1,87424E+18",,,FALSO,VERDADERO,FALSO,en,976,,VERDADERO,VERDADERO,Tue Apr 13 23:41:53 +0000 2010,311130.0,26710.0,1327021180,FALSO,FALSO,,Tarjei J. Svensen,FALSO,en,8290.0,,130.0,280.0,210.0,"What an absurd situation. After seven games between Carlsen and Nepomniachtchi, the score is 3.5-3.5 and they are now discussing whether to share the World  Blitz Championship title, according to NRK.",2748470.0,3,"1,87424E+34",23,21,Twitter for iPhone,"Tarjei is known for fake news, but this better be true.??",https://twitter.com/anishgiri/status/1874244385392775482,1519490.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1508015664245706759/1650704273,Sun Mar 27 09:40:02 +0000 2022,Fulham supporter love Boris no time for socialism,,,1289,2312,3550,FALSO,FALSO,"Amersham, South East",502,William Davidson,,https://pbs.twimg.com/profile_images/1525891649020338176/3CuUvIL5_normal.jpg,3891,https://twitter.com/William38273613,https://x.com/William38273613,William38273613,,0,,"1,51884E+18",Tue Apr 26 06:13:50 +0000 2022,,,,"Conservative candidates are working hard for the May Elections 1 lower council taxes 2,common sense policies 3.ignoring the twisted media and fake news stories. Supporting Our great Prime Minister who gets it right. SO VOTE CONSERVATIVE IN MAY","1,51884E+18",,,FALSO,FALSO,FALSO,en,324,,,,,,,,,,,,,,,,,,,,,8,,17,104,Twitter for iPhone,"Conservative candidates are working hard for the May Elections 1 lower council taxes 2,common sense policies 3.ignoring the twisted media and fake news stories. Supporting Our great Prime Minister who gets it right. SO VOTE CONSERVATIVE IN MAY",https://twitter.com/William38273613/status/1518835726087073793,,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1698862649390325760/1722451402,Tue Sep 05 00:56:47 +0000 2023,"Gen X woman, mother, and grandmother. Alive by the grace of God. 

   Every day this side of the grave is a good day ??????",,,222535,8174,8799,FALSO,VERDADERO,Michigan,721,GenXJoJo,,https://pbs.twimg.com/profile_images/1856714331552964608/zyvL70yg_normal.jpg,24360,https://twitter.com/Elevate_JRiden,https://x.com/Elevate_JRiden,Elevate_JRiden,,1,,"1,88174E+18",Tue Jan 21 17:26:19 +0000 2025,,,,@CBSNews You are lying.  She had no appointment because the offices were closed. It was MLK Jr. day. That is a federal holiday and all federal offices were closed.  This is why you are known as FAKE NEWS.,"1,88176E+18","1,88174E+34",CBSNews,FALSO,FALSO,VERDADERO,en,474,,,,,,,,,,,,,,,,,,,,,2,,9,33,Twitter Web App,@CBSNews You are lying.  She had no appointment because the offices were closed. It was MLK Jr. day. That is a federal holiday and all federal offices were closed.  This is why you are known as FAKE NEWS.,https://twitter.com/Elevate_JRiden/status/1881755215017410789,27410.0,TikTok
